"Date","Price","Open","High","Low","Vol.","Change %"
"02/10/2025","249.27","250.86","251.95","246.87","3.56M","-1.22%"
"02/07/2025","252.34","255.28","256.93","252.02","3.37M","-0.43%"
"02/06/2025","253.44","262.98","263.38","252.73","6.13M","-3.74%"
"02/05/2025","263.30","265.71","265.72","261.18","6.17M","-0.44%"
"02/04/2025","264.46","260.00","265.25","258.12","6.08M","1.43%"
"02/03/2025","260.73","252.40","262.06","251.84","8.41M","1.97%"
"01/31/2025","255.70","256.05","257.23","251.89","7.20M","-1.00%"
"01/30/2025","258.27","250.00","261.80","247.01","15.38M","12.96%"
"01/29/2025","228.63","225.62","229.47","223.73","7.08M","1.32%"
"01/28/2025","225.66","224.32","225.77","221.77","4.49M","0.68%"
"01/27/2025","224.13","222.19","224.30","219.84","4.90M","-0.30%"
"01/24/2025","224.80","225.27","226.81","223.80","3.23M","-0.55%"
"01/23/2025","226.04","223.94","226.04","223.15","3.62M","1.25%"
"01/22/2025","223.26","221.98","224.40","220.35","4.76M","-0.45%"
"01/21/2025","224.26","224.99","227.45","222.83","3.98M","-0.24%"
"01/17/2025","224.79","225.96","225.96","223.64","5.51M","0.96%"
"01/16/2025","222.66","219.69","222.68","217.38","3.33M","1.20%"
"01/15/2025","220.03","220.87","221.68","218.01","2.95M","1.05%"
"01/14/2025","217.75","218.00","218.13","214.61","3.49M","0.16%"
"01/13/2025","217.40","217.89","219.59","214.75","3.72M","-1.07%"
"01/10/2025","219.75","222.00","222.43","216.80","3.57M","-1.54%"
"01/08/2025","223.18","223.91","224.90","220.83","2.62M","-0.35%"
"01/07/2025","223.96","223.35","226.71","222.83","3.30M","0.58%"
"01/06/2025","222.67","223.00","224.35","220.75","2.85M","0.01%"
"01/03/2025","222.65","220.55","223.66","220.55","3.87M","1.23%"
"01/02/2025","219.94","221.82","222.49","217.60","2.58M","0.05%"
"12/31/2024","219.83","220.72","221.05","218.44","2.27M","-0.19%"
"12/30/2024","220.25","220.54","221.59","217.65","2.10M","-1.14%"
"12/27/2024","222.78","223.14","224.42","221.41","1.81M","-0.94%"
"12/26/2024","224.89","223.31","225.40","222.55","3.29M","0.21%"
"12/24/2024","224.41","222.27","224.44","221.54","1.19M","1.12%"
"12/23/2024","221.93","222.81","223.74","221.08","2.99M","-0.64%"
"12/20/2024","223.36","222.73","227.68","221.68","12.42M","-0.25%"
"12/19/2024","223.92","224.42","226.20","222.98","4.43M","1.70%"
"12/18/2024","220.17","229.04","229.04","220.03","4.15M","-3.84%"
"12/17/2024","228.97","229.23","230.20","227.62","3.65M","-0.16%"
"12/16/2024","229.33","230.73","231.03","226.88","3.61M","-0.65%"
"12/13/2024","230.82","232.25","233.77","230.26","2.76M","-0.62%"
"12/12/2024","232.26","230.66","233.89","230.38","4.52M","0.93%"
"12/11/2024","230.12","232.69","233.00","229.13","3.87M","-0.69%"
"12/10/2024","231.72","228.40","234.39","227.80","4.77M","0.75%"
"12/09/2024","230.00","238.00","239.35","228.91","4.97M","-3.38%"
"12/06/2024","238.04","234.43","238.38","234.22","4.03M","1.40%"
"12/05/2024","234.75","233.55","236.52","233.46","4.79M","0.54%"
"12/04/2024","233.49","230.00","233.74","229.35","4.10M","1.96%"
"12/03/2024","229.00","227.24","229.11","226.67","3.16M","0.71%"
"12/02/2024","227.39","227.50","228.38","225.51","2.66M","-0.01%"
"11/29/2024","227.41","227.75","230.36","227.19","2.64M","0.22%"
"11/27/2024","226.92","228.83","229.19","224.27","3.00M","-0.83%"
"11/26/2024","228.83","226.73","228.98","225.51","4.45M","1.19%"
"11/25/2024","226.13","223.35","226.42","222.65","7.19M","1.42%"
"11/22/2024","222.97","223.35","227.20","220.89","5.32M","0.26%"
"11/21/2024","222.40","215.81","222.63","215.27","5.24M","3.63%"
"11/20/2024","214.60","211.00","214.96","209.77","4.56M","2.07%"
"11/19/2024","210.25","206.50","210.33","206.19","2.86M","1.04%"
"11/18/2024","208.09","207.00","208.41","205.37","3.41M","1.51%"
"11/15/2024","204.99","207.46","208.49","204.07","3.99M","-1.91%"
"11/14/2024","208.99","210.00","210.50","206.35","6.37M","-0.92%"
"11/13/2024","210.92","209.50","211.41","209.07","3.25M","0.03%"
"11/12/2024","210.86","211.90","213.03","209.06","2.82M","-1.27%"
"11/11/2024","213.57","214.40","215.41","213.48","3.01M","-0.07%"
"11/08/2024","213.72","214.16","216.70","212.78","3.20M","0.01%"
"11/07/2024","213.69","213.64","214.52","211.93","3.68M","0.04%"
"11/06/2024","213.60","213.48","214.33","210.37","3.93M","2.91%"
"11/05/2024","207.57","206.17","208.12","205.57","2.44M","0.61%"
"11/04/2024","206.32","207.65","207.70","205.80","2.59M","-0.93%"
"11/01/2024","208.25","207.77","209.84","207.41","3.33M","0.74%"
"10/31/2024","206.72","204.13","208.13","203.51","5.93M","0.89%"
"10/30/2024","204.90","209.48","211.12","204.26","6.96M","-2.63%"
"10/29/2024","210.43","211.99","213.34","209.85","5.26M","-1.16%"
"10/28/2024","212.91","215.50","216.25","212.70","4.99M","-0.82%"
"10/25/2024","214.67","216.80","218.65","214.38","8.48M","-1.70%"
"10/24/2024","218.39","220.80","221.32","216.16","11.19M","-6.17%"
"10/23/2024","232.75","230.41","233.34","230.26","5.79M","0.22%"
"10/22/2024","232.25","231.99","232.97","230.67","3.18M","0.22%"
"10/21/2024","231.75","231.21","232.42","230.26","2.73M","-0.19%"
"10/18/2024","232.20","231.92","232.65","230.17","4.72M","-0.29%"
"10/17/2024","232.88","232.00","233.15","230.65","5.04M","-0.34%"
"10/16/2024","233.67","232.11","233.88","231.12","2.85M","0.30%"
"10/15/2024","232.96","236.40","237.37","232.71","3.35M","-0.98%"
"10/14/2024","235.26","233.57","236.12","233.17","2.52M","0.86%"
"10/11/2024","233.26","233.25","233.44","230.46","3.47M","0.10%"
"10/10/2024","233.02","235.10","235.83","231.81","3.14M","-0.55%"
"10/09/2024","234.30","229.20","234.95","228.50","5.08M","2.48%"
"10/08/2024","228.62","228.11","229.35","227.04","3.25M","0.66%"
"10/07/2024","227.12","225.38","227.67","225.02","3.46M","0.50%"
"10/04/2024","226.00","223.75","226.08","223.27","3.55M","1.47%"
"10/03/2024","222.72","219.50","222.83","219.27","3.79M","1.36%"
"10/02/2024","219.73","218.31","220.20","215.80","3.34M","0.17%"
"10/01/2024","219.35","220.63","221.10","215.90","3.55M","-0.78%"
"09/30/2024","221.08","220.65","221.32","219.02","3.54M","0.11%"
"09/27/2024","220.84","223.00","224.15","220.77","3.83M","-1.16%"
"09/26/2024","223.43","222.11","224.00","221.35","2.67M","0.99%"
"09/25/2024","221.23","221.17","221.85","220.16","2.54M","0.12%"
"09/24/2024","220.97","219.78","221.19","218.16","3.18M","0.21%"
"09/23/2024","220.50","218.00","220.62","217.27","4.07M","1.29%"
"09/20/2024","217.70","214.33","217.85","213.74","9.96M","1.78%"
"09/19/2024","213.89","218.01","218.48","210.37","5.28M","-0.49%"
"09/18/2024","214.94","214.13","216.86","213.59","3.48M","0.38%"
"09/17/2024","214.13","217.25","218.84","213.00","5.64M","-1.40%"
"09/16/2024","217.16","215.88","217.90","215.52","4.18M","1.10%"
"09/13/2024","214.79","212.48","216.09","212.13","4.57M","1.50%"
"09/12/2024","211.61","210.00","212.65","208.26","4.62M","0.82%"
"09/11/2024","209.89","207.76","210.12","203.04","5.55M","2.23%"
"09/10/2024","205.32","204.20","205.83","202.87","3.07M","0.88%"
"09/09/2024","203.53","201.94","205.05","201.43","3.71M","1.39%"
"09/06/2024","200.74","202.38","204.10","199.34","3.30M","-0.91%"
"09/05/2024","202.59","204.08","205.95","200.96","3.23M","-0.74%"
"09/04/2024","204.11","200.76","204.36","200.50","3.14M","1.41%"
"09/03/2024","201.28","201.91","204.72","200.21","3.87M","-0.42%"
"08/30/2024","202.13","199.11","202.17","198.73","4.75M","1.62%"
"08/29/2024","198.90","199.30","201.12","198.27","2.99M","0.22%"
"08/28/2024","198.46","199.00","200.00","197.49","2.65M","-0.14%"
"08/27/2024","198.73","197.44","199.40","196.97","2.62M","0.38%"
"08/26/2024","197.98","196.00","198.35","195.90","2.57M","0.96%"
"08/23/2024","196.10","196.79","197.38","194.39","2.32M","0.07%"
"08/22/2024","195.96","197.25","197.92","195.57","1.97M","-0.63%"
"08/21/2024","197.21","195.97","197.33","194.12","2.58M","0.60%"
"08/20/2024","196.03","194.59","196.21","193.75","1.79M","0.67%"
"08/19/2024","194.73","193.84","195.52","193.71","2.36M","0.49%"
"08/16/2024","193.78","193.58","194.35","192.86","2.49M","-0.09%"
"08/15/2024","193.95","193.51","194.25","193.28","2.47M","0.85%"
"08/14/2024","192.32","191.15","193.09","190.73","1.90M","0.70%"
"08/13/2024","190.99","190.29","191.31","189.21","2.18M","0.80%"
"08/12/2024","189.48","191.25","191.58","189.00","2.29M","-1.03%"
"08/09/2024","191.45","191.18","192.63","189.04","2.77M","-0.60%"
"08/08/2024","192.61","187.50","192.88","187.00","3.71M","3.11%"
"08/07/2024","186.80","188.08","189.87","186.70","3.80M","0.00%"
"08/06/2024","186.80","184.70","188.90","183.64","3.63M","1.90%"
"08/05/2024","183.31","184.55","185.26","181.81","4.98M","-3.07%"
"08/02/2024","189.12","188.78","189.26","185.70","4.55M","-0.28%"
"08/01/2024","189.66","192.81","193.63","188.29","4.09M","-1.29%"
"07/31/2024","192.14","191.00","194.55","189.99","5.56M","0.58%"
"07/30/2024","191.04","191.48","192.77","189.09","3.06M","-0.24%"
"07/29/2024","191.50","193.18","193.29","189.18","3.34M","-0.13%"
"07/26/2024","191.75","190.51","193.57","189.62","4.29M","-0.12%"
"07/25/2024","191.98","186.80","196.26","185.30","9.53M","4.33%"
"07/24/2024","184.02","184.14","185.07","183.15","6.96M","-0.04%"
"07/23/2024","184.10","184.36","185.38","183.01","2.18M","-0.03%"
"07/22/2024","184.15","183.40","184.97","182.86","2.49M","0.49%"
"07/19/2024","183.25","186.33","187.00","181.95","3.82M","-1.06%"
"07/18/2024","185.22","186.64","189.47","185.10","3.49M","-1.19%"
"07/17/2024","187.45","185.44","187.94","185.07","4.23M","0.88%"
"07/16/2024","185.81","184.67","186.60","184.52","3.37M","1.60%"
"07/15/2024","182.88","183.38","184.90","182.60","2.93M","0.03%"
"07/12/2024","182.83","178.56","184.16","178.50","4.79M","2.53%"
"07/11/2024","178.31","177.65","179.44","176.62","2.81M","0.26%"
"07/10/2024","177.84","176.60","178.22","174.45","3.46M","0.77%"
"07/09/2024","176.48","177.60","177.70","175.58","2.51M","-0.65%"
"07/08/2024","177.64","176.41","178.59","176.01","2.50M","0.92%"
"07/05/2024","176.02","175.74","176.09","173.95","2.09M","0.17%"
"07/03/2024","175.73","177.88","177.98","175.17","1.65M","-0.89%"
"07/02/2024","177.30","174.84","177.49","174.32","2.88M","1.26%"
"07/01/2024","175.10","173.45","176.46","173.38","3.32M","1.24%"
"06/28/2024","172.95","170.85","173.46","170.53","4.19M","1.23%"
"06/27/2024","170.85","171.12","172.50","170.48","2.89M","-0.59%"
"06/26/2024","171.87","171.28","172.68","170.41","2.78M","-0.42%"
"06/25/2024","172.60","175.14","175.75","171.42","4.12M","-1.38%"
"06/24/2024","175.01","175.00","178.46","174.15","4.86M","1.48%"
"06/21/2024","172.46","173.97","174.96","171.40","10.18M","-0.84%"
"06/20/2024","173.92","174.08","174.28","171.22","4.72M","1.98%"
"06/18/2024","170.55","170.00","170.75","168.38","3.39M","0.62%"
"06/17/2024","169.50","168.76","169.72","167.50","3.24M","0.17%"
"06/14/2024","169.21","168.29","169.47","167.23","2.78M","0.05%"
"06/13/2024","169.12","169.01","169.59","168.34","3.53M","0.07%"
"06/12/2024","169.00","171.35","172.47","168.10","3.52M","-0.19%"
"06/11/2024","169.32","169.98","170.00","166.81","2.95M","-0.62%"
"06/10/2024","170.38","169.55","170.76","168.88","3.44M","0.22%"
"06/07/2024","170.01","168.18","171.30","168.06","3.48M","1.08%"
"06/06/2024","168.20","167.38","168.44","166.80","2.21M","0.49%"
"06/05/2024","167.38","166.41","167.79","165.78","3.05M","0.95%"
"06/04/2024","165.81","164.60","166.40","163.88","2.59M","0.32%"
"06/03/2024","165.28","166.54","166.78","163.53","2.78M","-0.94%"
"05/31/2024","166.85","165.70","166.97","163.84","4.91M","0.74%"
"05/30/2024","165.63","165.56","166.73","164.23","3.85M","-0.85%"
"05/29/2024","167.05","168.00","168.63","166.21","4.21M","-1.54%"
"05/28/2024","169.66","170.44","171.09","168.65","2.63M","-0.72%"
"05/24/2024","170.89","171.48","172.01","170.21","2.59M","0.13%"
"05/23/2024","170.67","175.39","175.46","170.43","3.34M","-1.74%"
"05/22/2024","173.69","173.39","174.99","172.76","3.29M","0.13%"
"05/21/2024","173.47","169.94","174.97","169.94","6.46M","2.09%"
"05/20/2024","169.92","169.00","170.16","168.38","2.73M","0.53%"
"05/17/2024","169.03","168.97","169.11","167.33","2.96M","0.04%"
"05/16/2024","168.97","168.26","169.63","167.79","3.49M","0.42%"
"05/15/2024","168.26","167.94","168.35","167.34","4.47M","0.54%"
"05/14/2024","167.36","167.86","168.13","166.48","2.60M","-0.12%"
"05/13/2024","167.56","167.50","168.06","166.76","2.41M","0.25%"
"05/10/2024","167.15","167.13","168.07","166.32","2.26M","0.53%"
"05/09/2024","166.27","167.50","167.55","165.88","4.27M","-2.14%"
"05/08/2024","169.90","168.01","170.26","167.90","3.52M","0.90%"
"05/07/2024","168.38","169.00","169.29","167.94","3.16M","-0.14%"
"05/06/2024","168.61","166.50","168.67","166.38","4.22M","1.75%"
"05/03/2024","165.71","165.00","166.61","164.92","3.40M","0.62%"
"05/02/2024","164.69","164.35","164.88","162.62","3.83M","0.16%"
"05/01/2024","164.43","165.69","166.27","164.30","4.03M","-1.06%"
"04/30/2024","166.20","166.49","166.76","165.26","6.01M","-0.73%"
"04/29/2024","167.43","167.40","168.22","166.23","5.26M","0.18%"
"04/26/2024","167.13","167.50","167.87","165.73","8.98M","-1.05%"
"04/25/2024","168.91","168.20","172.45","165.66","16.70M","-8.25%"
"04/24/2024","184.10","183.17","184.29","181.40","7.62M","1.05%"
"04/23/2024","182.19","182.73","184.68","179.00","5.95M","0.16%"
"04/22/2024","181.90","182.45","183.32","180.45","3.08M","0.18%"
"04/19/2024","181.58","182.43","182.80","180.57","3.04M","0.06%"
"04/18/2024","181.47","182.35","183.46","180.17","2.89M","-0.89%"
"04/17/2024","183.10","184.16","184.67","181.78","3.00M","-0.35%"
"04/16/2024","183.75","185.59","185.71","182.86","4.47M","1.38%"
"04/15/2024","181.25","185.57","187.48","180.88","3.53M","-0.56%"
"04/12/2024","182.27","184.00","185.17","181.68","3.55M","-1.95%"
"04/11/2024","185.90","186.04","186.79","184.58","2.86M","-0.08%"
"04/10/2024","186.04","187.42","187.91","185.52","3.08M","-1.73%"
"04/09/2024","189.31","190.54","191.25","186.66","2.79M","-0.27%"
"04/08/2024","189.82","189.24","190.24","188.91","2.68M","0.36%"
"04/05/2024","189.14","188.59","190.32","188.02","2.01M","0.64%"
"04/04/2024","187.94","192.00","193.28","187.34","2.98M","-1.55%"
"04/03/2024","190.90","188.60","191.35","188.49","2.83M","1.07%"
"04/02/2024","188.88","189.14","189.80","187.60","2.69M","-0.50%"
"04/01/2024","189.83","190.00","190.46","188.52","2.36M","-0.59%"
"03/28/2024","190.96","190.94","191.93","190.34","3.74M","0.08%"
"03/27/2024","190.80","189.60","190.96","188.60","3.69M","1.22%"
"03/26/2024","188.50","189.02","190.00","188.50","4.23M","-0.15%"
"03/25/2024","188.79","190.26","190.82","188.75","3.72M","-1.07%"
"03/22/2024","190.84","192.00","192.99","190.51","3.99M","-0.55%"
"03/21/2024","191.90","193.00","193.37","190.01","6.01M","-1.06%"
"03/20/2024","193.96","192.87","193.98","191.31","3.24M","0.32%"
"03/19/2024","193.34","191.49","193.58","190.28","5.32M","0.86%"
"03/18/2024","191.69","191.70","193.23","190.32","5.41M","0.32%"
"03/15/2024","191.07","191.99","193.06","190.70","8.83M","-1.22%"
"03/14/2024","193.43","196.95","197.75","192.12","4.11M","-1.66%"
"03/13/2024","196.70","197.55","198.10","195.32","3.99M","-0.55%"
"03/12/2024","197.78","192.46","199.18","192.15","5.88M","3.16%"
"03/11/2024","191.73","195.09","195.38","190.88","4.73M","-2.15%"
"03/08/2024","195.95","196.06","197.77","194.38","3.94M","-0.30%"
"03/07/2024","196.54","197.58","198.73","196.14","4.60M","0.19%"
"03/06/2024","196.16","193.50","198.13","192.96","6.95M","2.19%"
"03/05/2024","191.95","192.00","193.94","190.57","5.65M","-0.57%"
"03/04/2024","193.06","187.76","193.90","187.60","7.94M","2.58%"
"03/01/2024","188.20","185.49","188.38","185.18","4.02M","1.71%"
"02/29/2024","185.03","186.15","186.85","184.69","6.46M","-0.15%"
"02/28/2024","185.30","184.63","185.37","183.55","3.22M","0.23%"
"02/27/2024","184.87","184.16","185.13","182.62","3.64M","0.40%"
"02/26/2024","184.13","185.60","186.13","184.06","4.62M","-0.86%"
"02/23/2024","185.72","184.90","186.46","184.57","3.43M","0.82%"
"02/22/2024","184.21","182.45","184.55","181.93","5.08M","2.51%"
"02/21/2024","179.70","182.56","183.03","178.75","4.73M","-2.04%"
"02/20/2024","183.44","187.64","188.77","183.06","4.25M","-2.24%"
"02/16/2024","187.64","186.63","188.95","185.95","4.84M","0.41%"
"02/15/2024","186.87","183.62","186.98","183.62","4.71M","1.80%"
"02/14/2024","183.57","185.00","185.00","182.26","3.17M","-0.07%"
"02/13/2024","183.70","184.28","184.77","182.36","4.29M","-1.32%"
"02/12/2024","186.16","185.90","186.48","184.03","4.72M","-0.10%"
"02/09/2024","186.34","184.44","187.18","183.85","5.06M","1.07%"
"02/08/2024","184.36","182.63","184.55","181.49","5.16M","0.34%"
"02/07/2024","183.74","183.34","184.02","182.63","4.84M","0.18%"
"02/06/2024","183.41","183.55","184.68","183.04","3.34M","-0.01%"
"02/05/2024","183.42","185.51","185.78","183.26","4.38M","-1.28%"
"02/02/2024","185.79","187.10","187.39","185.62","4.06M","-0.59%"
"02/01/2024","186.90","183.63","187.51","182.71","4.67M","1.76%"
"01/31/2024","183.66","187.05","187.65","183.14","8.88M","-2.24%"
"01/30/2024","187.87","187.71","188.65","186.77","4.58M","0.39%"
"01/29/2024","187.14","187.46","189.46","186.05","6.11M","-0.15%"
"01/26/2024","187.42","191.31","192.39","186.16","9.90M","-1.58%"
"01/25/2024","190.43","184.96","196.90","184.83","29.60M","9.49%"
"01/24/2024","173.93","174.76","174.86","172.90","9.10M","-0.01%"
"01/23/2024","173.94","172.90","174.02","172.48","3.98M","0.64%"
"01/22/2024","172.83","172.82","174.45","172.40","4.93M","0.79%"
"01/19/2024","171.48","170.59","171.58","169.18","6.93M","2.78%"
"01/18/2024","166.84","166.49","166.99","165.04","3.78M","0.46%"
"01/17/2024","166.08","166.79","167.82","165.49","4.29M","-0.53%"
"01/16/2024","166.96","165.80","167.25","165.34","4.87M","0.70%"
"01/12/2024","165.80","162.97","165.98","162.35","4.96M","2.24%"
"01/11/2024","162.16","161.02","162.23","160.29","3.78M","0.58%"
"01/10/2024","161.23","160.28","161.34","159.74","2.97M","0.72%"
"01/09/2024","160.08","160.00","160.48","159.51","2.62M","-0.66%"
"01/08/2024","161.14","158.69","161.22","157.88","3.32M","1.24%"
"01/05/2024","159.16","159.91","160.55","158.67","4.20M","-1.06%"
"01/04/2024","160.86","160.22","161.81","160.17","3.21M","0.47%"
"01/03/2024","160.10","161.00","161.73","160.08","4.09M","-0.87%"
"01/02/2024","161.50","162.83","163.29","160.46","3.83M","-1.25%"
"12/29/2023","163.55","163.75","164.18","162.83","2.53M","-0.12%"
"12/28/2023","163.75","163.96","163.96","163.40","2.07M","0.18%"
"12/27/2023","163.46","163.14","163.64","162.68","3.23M","0.15%"
"12/26/2023","163.21","162.23","163.31","162.05","1.77M","0.66%"
"12/22/2023","162.14","161.10","162.41","161.00","2.44M","0.85%"
"12/21/2023","160.78","160.59","161.08","159.53","2.98M","0.46%"
"12/20/2023","160.05","161.29","161.80","160.01","4.87M","-0.93%"
"12/19/2023","161.56","161.80","162.28","161.32","3.77M","-0.73%"
"12/18/2023","162.74","162.23","163.33","161.58","3.68M","0.31%"
"12/15/2023","162.23","162.30","164.09","162.04","11.02M","-0.42%"
"12/14/2023","162.91","162.93","163.50","160.15","6.13M","-0.43%"
"12/13/2023","163.62","164.37","164.97","162.74","4.99M","-0.66%"
"12/12/2023","164.71","163.27","166.34","162.92","5.29M","0.73%"
"12/11/2023","163.51","162.68","163.65","161.95","6.08M","0.96%"
"12/08/2023","161.96","160.00","162.04","160.00","4.56M","1.09%"
"12/07/2023","160.22","161.00","161.46","159.97","3.67M","-0.04%"
"12/06/2023","160.28","161.59","162.35","160.01","3.56M","-0.69%"
"12/05/2023","161.39","160.76","162.47","160.72","4.56M","0.18%"
"12/04/2023","161.10","160.29","162.79","160.29","5.78M","0.34%"
"12/01/2023","160.55","158.41","160.59","158.00","4.87M","1.26%"
"11/30/2023","158.56","156.95","158.60","156.89","6.74M","1.37%"
"11/29/2023","156.41","156.15","157.51","156.02","3.57M","0.49%"
"11/28/2023","155.65","155.44","155.74","154.86","2.67M","0.05%"
"11/27/2023","155.57","154.99","156.13","154.75","4.05M","0.25%"
"11/24/2023","155.18","155.13","155.40","153.92","1.80M","0.03%"
"11/22/2023","155.13","154.50","155.71","154.16","3.05M","0.79%"
"11/21/2023","153.91","154.60","154.66","153.51","2.86M","-0.29%"
"11/20/2023","154.35","152.51","154.68","152.35","3.66M","0.95%"
"11/17/2023","152.89","153.29","153.50","152.46","4.43M","-0.11%"
"11/16/2023","153.06","153.00","153.35","152.13","3.52M","0.31%"
"11/15/2023","152.58","150.40","153.22","150.40","4.63M","1.44%"
"11/14/2023","150.41","149.45","150.81","149.05","4.32M","1.56%"
"11/13/2023","148.10","148.46","148.49","147.35","2.65M","-0.62%"
"11/10/2023","149.02","147.44","149.17","146.85","3.18M","1.64%"
"11/09/2023","146.62","146.55","146.99","145.28","3.41M","-0.95%"
"11/08/2023","148.03","149.25","149.68","147.59","3.62M","-0.54%"
"11/07/2023","148.83","149.03","149.28","148.03","3.55M","-0.09%"
"11/06/2023","148.97","147.89","149.23","147.85","4.60M","0.72%"
"11/03/2023","147.90","147.45","148.45","147.28","3.51M","0.61%"
"11/02/2023","147.01","145.77","147.10","144.84","3.90M","1.11%"
"11/01/2023","145.40","145.00","146.51","144.45","4.75M","0.53%"
"10/31/2023","144.64","143.00","144.76","142.59","6.59M","1.41%"
"10/30/2023","142.63","143.19","144.50","142.58","4.20M","0.08%"
"10/27/2023","142.52","143.62","144.70","141.71","5.47M","-0.86%"
"10/26/2023","143.76","142.20","144.41","141.58","11.13M","4.87%"
"10/25/2023","137.08","137.50","138.49","136.33","6.47M","-0.52%"
"10/24/2023","137.79","136.74","137.98","136.05","3.70M","1.03%"
"10/23/2023","136.38","136.63","137.68","135.87","3.46M","-0.57%"
"10/20/2023","137.16","138.15","139.27","137.12","4.87M","-0.62%"
"10/19/2023","138.01","138.64","139.40","137.93","5.31M","-1.40%"
"10/18/2023","139.97","140.00","140.43","139.58","3.33M","-0.25%"
"10/17/2023","140.32","137.12","140.62","136.31","4.17M","0.80%"
"10/16/2023","139.21","139.28","139.78","138.52","3.36M","0.54%"
"10/13/2023","138.46","139.77","140.12","138.27","4.58M","-1.97%"
"10/12/2023","141.24","142.51","142.93","140.95","3.92M","-1.39%"
"10/11/2023","143.23","142.51","143.34","142.14","2.51M","0.79%"
"10/10/2023","142.11","142.60","143.41","141.72","3.02M","-0.06%"
"10/09/2023","142.20","142.30","142.40","140.68","2.35M","0.12%"
"10/06/2023","142.03","141.40","142.94","140.11","3.51M","0.36%"
"10/05/2023","141.52","140.90","141.70","140.19","3.22M","0.32%"
"10/04/2023","141.07","140.37","141.20","139.99","2.64M","0.48%"
"10/03/2023","140.39","140.87","141.64","140.00","3.28M","-0.29%"
"10/02/2023","140.80","140.04","141.45","139.86","3.28M","0.36%"
"09/29/2023","140.30","142.00","142.13","139.61","5.70M","-0.90%"
"09/28/2023","141.58","142.14","142.28","140.21","5.78M","-1.11%"
"09/27/2023","143.17","143.67","143.82","141.76","4.44M","-0.05%"
"09/26/2023","143.24","145.51","146.17","143.02","4.82M","-2.21%"
"09/25/2023","146.48","146.57","147.43","146.25","2.69M","-0.29%"
"09/22/2023","146.91","147.41","148.10","146.82","2.56M","-0.32%"
"09/21/2023","147.38","149.00","149.25","147.31","4.94M","-1.64%"
"09/20/2023","149.83","148.36","151.93","148.13","9.64M","2.26%"
"09/19/2023","146.52","145.00","146.72","144.66","3.95M","0.99%"
"09/18/2023","145.09","145.77","146.48","145.06","2.51M","-0.62%"
"09/15/2023","145.99","147.11","147.85","145.53","6.23M","-0.92%"
"09/14/2023","147.35","147.38","147.73","146.48","2.72M","0.55%"
"09/13/2023","146.55","145.95","146.98","145.92","2.63M","0.17%"
"09/12/2023","146.30","147.92","148.00","145.80","4.46M","-1.40%"
"09/11/2023","148.38","148.57","148.78","147.58","3.27M","0.47%"
"09/08/2023","147.68","147.35","148.59","147.26","3.72M","0.11%"
"09/07/2023","147.52","148.13","148.78","147.40","3.33M","-0.36%"
"09/06/2023","148.06","147.66","148.33","147.12","2.93M","-0.05%"
"09/05/2023","148.13","147.91","149.00","147.57","3.73M","0.13%"
"09/01/2023","147.94","147.26","148.10","146.92","2.73M","0.76%"
"08/31/2023","146.83","146.94","147.73","146.54","3.89M","-0.02%"
"08/30/2023","146.86","146.42","146.92","145.75","2.25M","0.28%"
"08/29/2023","146.45","146.30","146.73","145.62","2.78M","0.29%"
"08/28/2023","146.02","145.41","146.74","145.21","3.56M","0.46%"
"08/25/2023","145.35","144.18","145.47","143.50","3.66M","1.25%"
"08/24/2023","143.55","143.51","144.47","143.22","2.90M","0.10%"
"08/23/2023","143.41","141.72","143.48","141.58","2.56M","1.36%"
"08/22/2023","141.49","142.66","143.23","141.30","3.56M","-0.56%"
"08/21/2023","142.28","141.42","142.39","141.11","2.94M","0.62%"
"08/18/2023","141.41","140.00","141.83","139.76","3.92M","0.53%"
"08/17/2023","140.66","141.01","142.66","140.60","3.74M","0.01%"
"08/16/2023","140.64","141.70","142.09","140.56","3.29M","-0.87%"
"08/15/2023","141.87","141.50","142.31","141.20","3.66M","-0.03%"
"08/14/2023","141.91","143.05","143.37","141.80","4.23M","-0.85%"
"08/11/2023","143.12","143.12","143.45","142.21","2.53M","-0.09%"
"08/10/2023","143.25","143.04","144.58","142.69","4.74M","0.53%"
"08/09/2023","142.49","144.94","144.94","142.30","4.07M","-2.34%"
"08/08/2023","145.91","145.70","146.15","144.11","4.65M","-0.18%"
"08/07/2023","146.18","145.00","146.50","144.93","3.44M","1.34%"
"08/04/2023","144.24","145.09","146.09","143.99","4.22M","-0.15%"
"08/03/2023","144.45","143.78","145.22","143.31","3.95M","0.19%"
"08/02/2023","144.17","142.78","144.30","142.31","4.96M","0.59%"
"08/01/2023","143.33","144.25","144.48","142.17","4.80M","-0.59%"
"07/31/2023","144.18","143.81","144.60","143.53","6.14M","0.51%"
"07/28/2023","143.45","143.44","143.95","142.85","6.69M","0.34%"
"07/27/2023","142.97","142.30","143.38","141.90","6.33M","1.35%"
"07/26/2023","141.07","140.44","141.25","139.88","4.05M","0.53%"
"07/25/2023","140.33","139.42","140.43","139.04","3.77M","0.57%"
"07/24/2023","139.54","139.35","140.12","138.78","3.48M","0.43%"
"07/21/2023","138.94","138.21","139.78","137.76","5.86M","0.40%"
"07/20/2023","138.38","137.19","140.32","136.56","10.90M","2.14%"
"07/19/2023","135.48","135.53","136.45","135.19","5.52M","0.09%"
"07/18/2023","135.36","134.71","135.95","134.29","3.85M","0.83%"
